"","id_jogador","nome_jogador","id_partida","data_nascimento_jogador","posicao","altura","nome_temporada","minutos_partida_jogador","pontos_equipe_casa","pontos_equipe_fora","pontos_total_jogador","pontos_total_jogador_e_pontos_perdidos_jogador","arremessos_2_certos_jogador","arremessos_2_total_jogador","arremessos_3_certos_jogador","arremessos_3_total_jogador","arremessos_lance_livre_certos_jogador","arremessos_lance_livre_total_jogador","rebotes_ofensivos_jogador","rebotes_defensivos_jogador","rebotes_total_jogador","assistencias_total_jogador","roubadas_bola_jogador","tocos_total_jogador","faltas_cometidas_jogador","faltas_recebidas_jogador","erros_jogador","violacao_jogador","enterradas_total_jogador","enterradas_total_jogador","eficiencia_jogador"
"259",180,"Fernando Carneiro Coloneze",271,"13/07/1978","Pivo",2.07,"2010/2011",4553437.95,103,105,180,180,64,118,0,1,52,69,26,66,92,15,9,4,51,57,17,12,2,2,203
"260",182,"Guilherme Frantz Teichmann",390,"03/09/1983","AlaPivo",2.04,"2010/2011",6557440.5,94,86,341,341,131,204,11,36,46,92,55,188,243,54,39,19,91,86,43,4,35,35,509
"261",187,"Murilo Becker da Rosa",280,"14/07/1983","Pivo",2.08,"2010/2011",4833653.7,83,62,467,467,154,255,10,24,129,159,68,112,180,33,21,19,68,136,45,10,7,7,527
"262",190,"Chinwuba Uzoma Jeffersom Agba",389,"12/01/1980","Pivo",2.08,"2010/2011",4855052.05,79,82,466,466,193,331,1,4,77,103,62,185,247,16,15,17,95,93,31,16,27,27,551
"263",191,"Rafael Paulo De Lara Araújo",388,"12/10/1980","Pivo",2.12,"2010/2011",2823392.7,87,85,294,294,120,191,0,0,54,75,53,86,139,15,16,3,63,58,29,9,8,8,339
"264",192,"Larry James Taylor Jr",389,"03/10/1980","Armador",NA,"2010/2011",8704380.05,79,82,457,457,127,232,38,115,89,124,48,122,170,189,62,5,66,142,71,16,1,1,579
"265",193,"Marcelo Magalhães Machado",391,"12/04/1975","Ala",2,"2010/2011",7453896.35,91,78,894,894,130,239,140,356,214,251,22,150,172,115,55,3,93,194,62,8,2,2,807
"266",203,"Wagner de Carvalho França Mattos",391,"21/09/1982","NOTFOUND",NA,"2010/2011",1399604.35,91,78,53,53,18,31,0,1,17,28,12,31,43,2,11,2,30,20,11,3,2,2,75
"267",210,"Paulo Heitor Boracini",272,"26/12/1984","AlaArmador",NA,"2010/2011",7229808.05,93,82,527,527,103,220,76,208,93,119,16,88,104,117,42,4,96,132,94,10,0,0,416
"268",214,"Fúlvio Chiantia de Assis",280,"15/08/1981","Armador",NA,"2010/2011",5347069.6,83,62,321,321,41,70,44,110,107,116,13,70,83,178,37,2,61,108,82,6,0,0,429
"269",241,"André Luiz Brugger De Mello Rodrigues",272,"02/04/1981","Armador",1.93,"2010/2011",7128408.7,93,82,613,613,109,203,85,208,140,168,25,78,103,98,58,11,48,147,56,5,0,0,577
"270",267,"Eduardo Magalhães Machado",391,"10/09/1982","AlaArmador",NA,"2010/2011",3911990.5,91,78,208,208,30,57,41,104,25,29,6,50,56,51,19,1,32,36,27,2,4,4,212
"271",271,"Thomas Lutke Gehrke",311,"24/06/1982","AlaPivo",2.03,"2010/2011",2639586.45,66,72,100,100,33,52,6,18,16,21,10,25,35,6,3,5,28,20,8,1,1,1,105
"272",273,"Luiz Felipe Elizeu Mendes Ribeiro",322,"20/08/1979","AlaPivo",2,"2010/2011",3621355.05,92,66,225,225,52,115,11,31,88,107,26,99,125,18,23,12,61,80,24,10,3,3,272
"273",275,"Arnaldo De Souza Moreira Filho",343,"21/10/1978","AlaArmador",NA,"2010/2011",4026020.95,84,77,257,257,46,77,39,139,48,58,16,29,45,36,21,1,29,55,22,6,0,0,191
"274",284,"Alírio Alves de Souza",504,"22/11/1977","Pivo",2.1,"2010/2011",1923872.15,80,68,87,87,23,40,9,21,14,15,17,37,54,7,6,8,36,10,9,2,4,4,121
"275",299,"Daniel Nascimento Costa Souza",489,"27/02/1981","Pivo",2.07,"2010/2011",3409886.15,74,65,112,112,45,77,0,0,22,29,22,44,66,3,3,9,32,20,10,3,5,5,142
"276",309,"Fabricio Russo de Oliveira",460,"01/05/1985","Ala",2,"2010/2011",2949050.65,95,84,119,119,26,39,15,39,22,29,19,26,45,18,15,1,33,21,7,0,0,0,148
"277",310,"Gustavo Santos Pereira Lima",305,"05/07/1985","Armador",NA,"2010/2011",162333,56,109,6,6,0,0,2,4,0,0,0,2,2,5,2,0,2,1,2,0,0,0,11
"278",315,"Eric Arthur Romualdo",367,"14/03/1983","Armador",1.85,"2010/2011",5461441.45,81,76,282,282,56,122,32,91,74,93,14,80,94,102,51,2,73,93,62,4,0,0,321
"279",324,"Bruno Irigoyen",351,"16/04/1992","Ala",1.98,"2010/2011",1110873.8,79,65,23,23,3,4,5,12,2,2,1,6,7,2,1,0,5,2,3,0,0,0,22
"280",341,"Guilherme Schneider",312,"17/10/1986","Ala",NA,"2010/2011",3256402.6,76,71,129,129,17,40,27,57,14,19,11,21,32,11,9,1,29,18,11,4,0,0,109
"281",342,"Joel Gabriel Muñoz Castillo",303,"24/06/1980","Armador",1.75,"2010/2011",4252094.2,80,81,253,253,58,107,23,59,68,78,20,41,61,95,40,2,53,88,61,16,0,0,280
"282",348,"Bruno Vieira da Cruz Langsdorff",470,"25/03/1985","Armador",1.88,"2010/2011",2056861.75,92,72,33,33,9,15,3,9,6,9,0,14,14,9,6,1,14,12,8,0,0,0,40
"283",351,"André Luiz Quirino Pereira",365,"04/08/1979","Pivo",2.05,"2010/2011",1002467.9,72,60,97,97,26,47,8,23,21,25,15,38,53,9,10,2,26,18,13,3,3,3,116
"284",360,"Pedro Cesar Teruel Lima",322,"08/07/1987","NOTFOUND",NA,"2010/2011",3037321.6,92,66,225,225,45,83,34,97,33,43,15,18,33,23,20,0,36,35,19,8,0,0,165
"285",365,"Ronald Ricardo Ramon Guerrero",367,"14/01/1986","NOTFOUND",NA,"2010/2011",4880157.6,81,76,427,427,64,142,75,189,74,84,21,64,85,74,25,2,66,87,45,9,0,0,357
"286",366,"Welington Reginaldo dos Santos",471,"21/01/1981","Armador",1.85,"2010/2011",7786474.85,77,68,504,504,61,136,86,257,124,143,15,92,107,221,76,8,111,159,113,6,0,0,532
"287",367,"Marcus Vinícius Vieira de Sousa",481,"31/05/1984","Ala",2.07,"2010/2011",8596361.65,99,93,773,773,182,295,77,204,178,207,23,109,132,117,53,16,71,155,77,12,31,31,734
"288",369,"Erick Rodrigues Camilo",322,"18/02/1992","Pivo",NA,"2010/2011",2199018.25,92,66,131,131,54,92,2,13,17,29,22,53,75,10,14,11,58,31,22,9,7,7,152
"289",370,"Arthur José da Luz Casimiro",321,"02/05/1992","Pivo",NA,"2010/2011",2503794.2,90,69,159,159,61,93,0,0,37,47,27,41,68,3,6,13,66,42,17,8,5,5,187
"290",389,"Renato Scholz da Silva",284,"21/12/1988","AlaPivo",2.03,"2010/2011",1131500,88,70,32,32,9,14,4,8,2,3,5,5,10,3,5,0,3,3,1,1,3,3,39
"291",394,"Luis Felipe Gruber",272,"16/05/1985","AlaPivo",NA,"2010/2011",6512529.35,93,82,358,358,82,162,41,118,71,92,35,124,159,23,30,13,94,71,54,14,13,13,343
"292",395,"Douglas Ângelo Nunes",389,"09/02/1987","NOTFOUND",NA,"2010/2011",6589457,79,82,445,445,106,184,51,141,80,107,52,115,167,45,15,28,87,83,30,13,9,9,467
"293",399,"Átila Sacramento dos Santos",391,"15/09/1983","NOTFOUND",NA,"2010/2011",3854123.333333,91,78,166,166,65,119,0,0,36,67,43,83,126,9,10,17,61,54,20,14,16,16,214
"294",400,"Gutemberg Pereira de Souza",474,"13/01/1983","Ala",1.9,"2010/2011",498677.15,84,64,20,20,2,3,5,14,1,2,1,3,4,1,0,1,6,2,0,0,0,0,15
"295",404,"Daniel Machado de Barros Castellar",367,"14/12/1983","Pivo",2.02,"2010/2011",3856640,81,76,305,305,124,231,0,2,57,96,60,131,191,14,22,36,90,77,26,17,22,22,386
"296",412,"Matheus Dalla Barba",497,"02/05/1991","Ala",1.97,"2010/2011",665168,113,67,23,23,4,7,3,11,6,9,4,8,12,3,3,0,5,6,1,3,0,0,23
"297",420,"Henrique Macia Alves da Cruz",476,"14/02/1984","AlaPivo",NA,"2010/2011",5903121.7,79,73,296,296,97,168,19,50,45,67,54,124,178,54,31,3,91,84,28,11,7,7,402
"298",423,"Juan Pablo Figueroa",481,"13/03/1986","Armador",1.82,"2010/2011",6051352.85,99,93,217,217,40,74,35,99,32,42,21,66,87,108,45,1,83,77,34,5,0,0,311
"299",424,"Robby Stephen Collum",509,"30/11/1980","AlaArmador",1.83,"2010/2011",9105129.1,91,74,610,610,92,199,106,296,108,128,11,127,138,103,62,2,103,152,48,15,0,0,535
"300",425,"Robert Andrew Day",509,"13/01/1982","Ala",1.97,"2010/2011",6422397.45,91,74,625,625,106,178,100,236,113,138,32,142,174,60,45,8,92,124,63,10,0,0,610
"301",427,"Lucas Cipolini Alves",504,"14/06/1986","Pivo",2.03,"2010/2011",3893904.4,80,68,292,292,117,187,1,14,55,76,48,82,130,18,8,12,38,56,29,8,42,42,329
"302",431,"Ricardo Taboas de Bem",263,"13/07/1984","Pivo",2.1,"2010/2011",2945890.3,87,86,107,107,42,86,0,1,23,35,18,21,39,9,6,3,32,32,14,4,2,2,89
"303",433,"Elio Corazza Neto",304,"27/12/1989","Armador",NA,"2010/2011",565333,62,86,21,21,3,6,4,10,3,4,0,6,6,5,5,0,5,5,5,0,0,0,22
"304",437,"Ronald Rudson Rodrigues dos Reis",500,"23/12/1991","Pivo",2.07,"2010/2011",252007.35,93,80,16,16,6,13,0,0,4,6,11,7,18,2,1,1,7,4,1,0,1,1,30
"305",441,"Deryk Evandro Ramos",457,"14/06/1994","Armador",NA,"2010/2011",173680.95,81,84,7,7,0,2,2,2,1,2,1,1,2,1,1,0,3,1,0,1,0,0,7
"306",445,"Márcio da Silva Dornelles",471,"28/12/1975","Ala",1.96,"2010/2011",5779442.85,77,68,473,473,122,216,48,144,85,121,40,84,124,37,53,0,103,111,25,13,7,7,424
"307",446,"Rogério Klafke",471,"26/03/1971","Ala",2,"2010/2011",4309686.9,77,68,221,221,55,103,26,74,33,42,28,68,96,40,19,2,41,39,23,5,0,0,247
"308",447,"André Stefanelli Martins",380,"21/08/1984","Ala",1.98,"2010/2011",2627121.25,75,80,286,286,59,114,41,113,45,60,11,46,57,26,18,11,59,54,22,6,7,7,229
"309",449,"Fernando Feres Penna",391,"24/10/1983","Armador",1.89,"2010/2011",4479837.95,91,78,210,210,37,79,31,66,43,61,13,54,67,111,41,3,68,74,34,11,0,0,292
"310",451,"Lucas Miguel Avelino",261,"10/05/1990","Armador",1.9,"2010/2011",831678.5,91,62,13,13,3,3,2,2,1,2,0,3,3,1,1,0,1,1,0,1,1,1,16
"311",478,"Ricardo Fischer",258,"16/05/1991","Armador",1.85,"2010/2011",1833370.4,85,65,48,48,7,13,7,14,13,14,1,11,12,4,1,0,10,13,6,2,0,0,43
"312",480,"Valter Apolinario Da Silva",509,"31/01/1977","Armador",1.85,"2010/2011",3950849.3,91,74,358,358,85,134,31,81,95,110,19,108,127,156,48,1,57,109,66,9,0,0,501
"313",481,"Alex Ribeiro Garcia",471,"04/03/1980","Ala",1.9,"2010/2011",8317752.4,77,68,690,690,141,236,71,224,195,239,26,171,197,146,71,25,108,192,69,19,15,15,751
"314",482,"Carlos Alexandre Rodrigues do Nascimento",481,"18/04/1983","AlaPivo",2.03,"2010/2011",7059722.75,99,93,590,590,175,276,47,132,99,127,97,192,289,51,33,9,96,131,47,23,7,7,697
"315",483,"Vitor Alves Benite",381,"20/02/1990","AlaArmador",1.9,"2010/2011",6892836.5,93,92,447,447,92,162,57,139,92,114,14,63,77,81,26,3,82,107,42,9,0,0,410
"316",484,"Bruno Pires Fiorotto",481,"13/08/1984","Pivo",2.08,"2010/2011",4671290.2,99,93,225,225,85,169,0,1,55,87,50,86,136,25,24,21,64,75,29,12,16,16,284
"317",627,"José Victor Ferreira Jerônimo",267,"14/05/1991","Pivo",2.08,"2010/2011",1921166,85,92,17,17,7,14,0,0,3,10,8,9,17,0,1,0,6,6,1,1,2,2,24
"318",789,"Rafael Diogo Da Silva",395,"28/02/1988","Armador",NA,"2010/2011",5784924.5,72,69,314,314,60,116,42,130,68,93,33,60,93,78,41,0,92,111,67,14,0,0,276
"319",801,"Ralfi Silva Ansaloni",395,"26/12/1987","Pivo",NA,"2010/2011",4318963.1,72,69,224,224,76,156,1,3,69,102,31,91,122,9,6,6,74,80,28,17,4,4,208
"320",825,"Mark Antonio Borders",489,"28/10/1982","Armador",1.87,"2010/2011",4588783.85,74,65,315,315,59,121,49,112,50,55,13,60,73,101,34,1,31,60,46,7,0,0,341
"321",828,"Daniel Almiro Zillmer",489,"27/03/1986","Ala",1.98,"2010/2011",4507275.25,74,65,259,259,90,156,11,37,46,62,22,39,61,16,24,6,49,56,22,7,2,2,231
"322",848,"Adriano de Abreu  Machado",395,"28/01/1983","Pivo",NA,"2010/2011",3402345.6,72,69,182,182,64,141,4,16,42,54,31,79,110,20,10,34,61,43,24,9,8,8,230
"323",1058,"Jefferson Campos",422,"09/02/1991","AlaArmador",NA,"2010/2011",2366689.55,69,58,82,82,23,39,7,24,15,20,5,13,18,24,15,2,17,20,13,2,1,1,88
"324",1059,"Ricardo Santos Gaspar",303,"20/01/1987","AlaPivo",2.05,"2010/2011",4778838.3,80,81,193,193,61,107,17,53,20,32,41,77,118,8,12,18,61,37,25,4,8,8,230
"325",11304,"Thiago César Carneiro Marcello",321,"12/10/1991","Ala",1.86,"2010/2011",936350.4,90,69,18,18,8,13,0,4,2,4,2,3,5,5,2,0,4,4,4,0,0,0,15
"326",11363,"Cicero da Silva Gonzaga",263,"04/02/1986","Ala",2.02,"2010/2011",1982445.95,87,86,127,127,38,71,5,29,36,47,20,43,63,9,7,3,56,33,10,2,7,7,129
"327",21,"Felipe Gustavo Da Silva",953,"22/10/1990","Armador",1.87,"2011/2012",2049441.05,78,89,76,184,15,25,13,24,7,12,10,12,22,30,6,0,29,11,21,2,0,0,88
"328",22,"Francisco Tardivo Delben",1639,"29/06/1983","AlaPivo",2.02,"2011/2012",3888018.65,106,90,181,451,24,39,40,75,13,27,21,74,95,31,19,16,58,26,16,3,3,3,271
"329",23,"Arlindo Gomes Baltazar Neto",1589,"05/01/1986","AlaArmador",NA,"2011/2012",3320720.65,102,74,179,522,41,79,19,63,40,46,9,33,42,59,26,0,42,44,22,3,0,0,201
"330",25,"Deivisson Dos Santos Costa",953,"09/04/1980","Pivo",2.1,"2011/2012",2783352.65,78,89,242,491,105,158,0,2,32,47,31,89,120,20,16,11,71,60,35,15,2,2,305
"331",26,"Jhonatan Luz dos Santos",1596,"10/02/1987","Ala",1.97,"2011/2012",3493267.25,86,78,178,461,36,60,26,53,28,35,22,40,62,21,7,2,65,33,15,2,6,6,204
"332",28,"Ricardo Leopoldo de Azevedo",953,"30/06/1983","AlaPivo",2.02,"2011/2012",6687476.3,78,89,363,979,93,185,36,92,69,93,21,77,98,40,30,10,37,84,24,11,6,6,360
"333",29,"Thyago Taroni Aleo",923,"20/01/1989","Armador",1.83,"2011/2012",1489018.6,91,67,45,126,9,16,5,14,12,15,10,9,19,12,4,1,5,15,4,2,0,0,61
"334",30,"Matheus dos Prazeres Costa",1608,"01/04/1980","Armador",1.8,"2011/2012",2098205.9,94,80,83,257,20,31,10,38,13,16,6,15,21,22,13,1,23,15,11,1,0,0,90
"335",31,"Arthur Luiz Belchor Silva",1640,"30/09/1982","Ala",1.97,"2011/2012",5878758.95,62,78,458,1164,121,185,40,110,96,120,37,85,122,58,27,7,98,108,43,13,3,3,487
"336",33,"Frederico Rossi Dos Santos",1636,"09/04/1980","Ala",1.95,"2011/2012",4291563.25,105,109,92,228,6,13,23,48,11,13,5,27,32,6,5,1,34,12,6,2,0,0,98
"337",34,"Márcio Santos Cipriano",1636,"04/06/1979","AlaPivo",2,"2011/2012",3690130.25,105,109,173,441,59,112,7,25,34,43,45,99,144,15,27,12,76,42,17,12,1,1,277
"338",35,"Rafael Rodrigues",1582,"17/10/1987","Pivo",NA,"2011/2012",3374123.25,84,74,226,540,81,130,1,2,61,78,41,89,130,13,8,13,72,58,19,13,11,11,317
"339",36,"José Estevam Ferreira Junior",1591,"24/07/1978","Pivo",2.11,"2011/2012",2404275.95,74,81,74,208,33,62,0,0,8,10,13,34,47,0,3,7,18,9,2,2,2,2,100
"340",38,"Cláudio Antônio Gomes Clemente",1619,"09/12/1972","Pivo",2.02,"2011/2012",3554854.75,87,78,147,382,54,114,0,2,39,61,30,43,73,23,9,10,49,55,20,4,8,8,170
"341",39,"Diego Pinheiro Da Silva",1596,"14/06/1980","Ala",1.95,"2011/2012",3303381.85,86,78,288,756,71,113,32,88,50,57,15,59,74,50,21,3,74,65,38,7,2,2,298
"342",40,"Audrei Parisotto",1623,"27/09/1984","Ala",1.91,"2011/2012",7282309.2,73,63,404,1131,86,181,57,145,61,86,33,73,106,22,27,5,89,72,32,14,0,0,338
"343",43,"Shilton Alessanco dos Santos",1623,"10/08/1982","Pivo",1.98,"2011/2012",8077210.95,73,63,398,990,147,261,0,1,104,172,98,170,268,45,27,5,136,174,40,22,20,20,561
"344",45,"Evandro Fernandes Pinto",1622,"08/11/1980","AlaPivo",1.9,"2011/2012",2675510.7,77,62,166,459,39,65,24,58,16,22,11,28,39,18,15,0,18,17,20,6,0,0,158
"345",57,"André Luiz Bresolin Góes",1623,"05/03/1987","Ala",1.95,"2011/2012",6447805.9,73,63,436,1231,101,232,36,105,126,152,23,105,128,83,43,13,111,135,57,7,0,0,437
"346",62,"Tiago Valentim de Lima",1612,"07/03/1981","Pivo",NA,"2011/2012",2585760.25,71,77,167,472,44,79,17,38,28,33,26,49,75,9,9,3,57,23,15,7,3,3,192
"347",70,"Jefferson de Souza Sobral",1578,"04/04/1980","Pivo",2.03,"2011/2012",930072.85,75,67,92,270,13,28,12,28,30,38,9,23,32,9,8,0,24,24,10,1,1,1,100
"348",75,"Rodrigo Pereira Santos Bispo",1591,"23/10/1979","Pivo",2.04,"2011/2012",3880844.75,74,81,290,833,118,219,4,18,42,60,40,71,111,22,12,5,72,57,31,14,1,1,293
"349",78,"Guilherme Giovannoni",1640,"02/06/1980","AlaPivo",NA,"2011/2012",8103899.25,62,78,631,1541,181,299,50,114,119,145,60,162,222,66,37,15,85,131,55,12,2,2,725
"350",80,"José Anibal Arantes Limonta Silva",949,"16/03/1988","Armador",1.84,"2011/2012",1965850.9,80,82,80,212,20,39,7,17,19,25,6,16,22,33,15,0,26,27,21,2,0,0,98
"351",81,"Anderson Eurípedes Ferreira",1601,"17/04/1982","AlaPivo",2.05,"2011/2012",2329037.4,90,78,51,137,9,20,8,12,9,14,8,14,22,2,3,1,11,9,5,1,0,0,56
"352",85,"André De Souza Silva",1601,"25/11/1990","AlaPivo",2,"2011/2012",1070364.5,90,78,105,271,34,55,9,15,10,15,41,30,71,16,6,3,31,12,6,3,3,3,168
"353",91,"Hélio Rubens Garcia Filho",1598,"12/05/1975","Armador",1.83,"2011/2012",4168847.8,96,85,307,810,26,59,57,121,84,87,9,51,60,97,22,1,86,67,44,12,0,0,343
"354",95,"Ricardo Luis Probst",1598,"13/04/1976","Pivo",2,"2011/2012",3207793.8,96,85,153,334,54,89,0,2,45,60,27,59,86,19,10,6,47,48,12,4,5,5,219
"355",96,"Cauê Borges dos Santos",883,"13/02/1991","AlaArmador",1.9,"2011/2012",2362971.95,87,76,231,535,73,120,12,26,49,61,15,37,52,39,28,2,40,84,36,10,0,0,251
"356",100,"Lucas Daniel Tischer",1640,"29/03/1983","Pivo",2.08,"2011/2012",4231187.4,62,78,246,582,89,152,0,0,68,101,49,93,142,5,18,6,72,82,26,9,22,22,315
"357",102,"Leonardo Di Pacce Dos Santos",1636,"06/10/1984","Pivo",NA,"2011/2012",4124658.25,105,109,200,448,77,115,1,3,43,64,26,75,101,17,6,20,67,56,16,10,28,28,283
"358",104,"Paulo Rogerio Nery",1580,"17/03/1981","Armador",1.9,"2011/2012",4408689.1,83,71,234,643,61,116,24,59,40,62,26,54,80,47,28,1,72,56,34,16,0,0,253
"359",105,"Jimmy Dreher de Oliveira",842,"11/04/1990","Ala",NA,"2011/2012",858338.45,100,77,15,25,2,3,3,3,2,2,1,1,2,0,1,0,3,1,1,0,1,1,16
"360",107,"Rafael Ferreira De Souza",1638,"03/06/1988","AlaPivo",2.09,"2011/2012",2249716.7,68,81,174,389,66,93,5,15,27,43,18,54,72,16,19,19,49,36,15,5,13,13,244
"361",108,"Wanderson Camargo Trigueiro",1608,"10/05/1981","AlaPivo",2.04,"2011/2012",2835390.05,94,80,66,164,25,38,3,10,7,8,5,7,12,4,0,2,23,8,2,2,1,1,61
"362",113,"Paulo Fernando Moreira De Castro",1598,"07/06/1979","Pivo",2.11,"2011/2012",1793536.7,96,85,53,85,19,26,0,0,15,20,4,18,22,2,2,4,16,16,3,2,0,0,70
"363",117,"Renato Lamas Pinto",1638,"28/05/1978","Ala",2.03,"2011/2012",3830684.5,68,81,105,293,16,41,18,40,19,23,3,33,36,26,12,2,49,20,16,7,1,1,115
"364",118,"Bruno Enrico Mortari",918,"02/01/1980","Ala",1.86,"2011/2012",318666,85,67,12,32,0,1,4,9,0,0,1,1,2,1,1,0,1,2,2,1,0,0,7
"365",119,"Cesar Luiz Fabretti Araujo",1582,"08/07/1981","AlaPivo",2.02,"2011/2012",6763221.95,84,74,361,993,71,150,51,116,66,86,31,80,111,24,17,8,69,84,37,14,4,4,334
"366",122,"Fernando Martins Alvim",952,"26/12/1980","Pivo",2.02,"2011/2012",1777531.6,76,77,94,276,26,41,10,29,12,13,15,30,45,13,7,0,21,14,5,4,0,0,120
"367",133,"Chandler Yury Chaves",941,"19/06/1992","Ala",1.96,"2011/2012",956667,67,102,6,17,1,2,0,1,4,4,1,1,2,0,0,0,3,2,0,0,0,0,6
"368",134,"José Roberto Nardi Duarte",1585,"24/05/1988","AlaArmador",1.95,"2011/2012",3381065.1,69,77,318,857,74,127,28,91,86,115,8,46,54,61,28,3,69,114,34,10,4,4,303
"369",137,"Shamell Jermaine Stallworth",1635,"07/09/1980","Ala",NA,"2011/2012",7602300.55,74,76,610,1658,161,280,61,157,105,139,34,90,124,80,49,6,72,134,63,12,5,5,582
"370",138,"Luis Fernando da Silva",814,"03/12/1978","AlaArmador",1.83,"2011/2012",5426013.9,81,65,319,884,75,156,34,96,67,74,12,48,60,34,22,1,55,56,31,12,0,0,257
"371",140,"Eduardo Mariano de Oliveira",953,"29/09/1983","Ala",1.93,"2011/2012",3782952.7,78,89,203,493,55,95,18,51,39,51,8,64,72,44,27,9,53,56,21,5,5,5,253
"372",145,"Renato Carbonari",1585,"24/04/1987","AlaPivo",2.05,"2011/2012",4464989.45,69,77,258,589,92,147,16,37,26,35,40,78,118,21,16,4,60,34,29,11,8,8,304
"373",146,"Guilherme Pereira Deodato",1611,"02/06/1991","Ala",1.92,"2011/2012",2326564.45,99,91,166,575,32,54,29,97,15,24,21,25,46,27,25,5,63,25,9,6,5,5,169
"374",147,"Alexandro da Silva de Oliveira",1583,"17/08/1983","Ala",NA,"2011/2012",2666030.65,68,75,201,645,36,69,36,90,21,36,19,48,67,34,19,0,39,41,26,7,6,6,208
"375",149,"Fernando Fischer",1611,"14/08/1981","AlaArmador",1.9,"2011/2012",7529734.15,99,91,484,1355,81,176,81,199,79,92,26,79,105,39,37,3,44,62,39,1,0,0,414
"376",151,"Edwandesson Carvalho",850,"29/03/1987","AlaArmador",1.96,"2011/2012",3520310.45,84,76,182,446,33,49,30,65,26,33,23,34,57,12,7,6,41,25,10,5,11,11,199
"377",152,"Hélio Vitor Luiz da Costa Lima",1639,"14/11/1981","AlaArmador",1.87,"2011/2012",5877410.65,106,90,261,661,51,78,42,84,33,43,15,66,81,78,30,1,64,48,38,12,0,0,340
"378",153,"Frederico Lima Santos",1626,"08/06/1980","Armador",1.84,"2011/2012",729043.45,107,99,27,83,7,14,3,9,4,5,2,10,12,6,2,0,11,6,7,2,0,0,27
"379",154,"Jefferson William Andrade da Silva Antônio",1640,"29/03/1983","AlaPivo",2.07,"2011/2012",5515317.3,62,78,412,1182,83,152,57,154,75,82,37,147,184,29,35,16,80,74,49,8,11,11,460
"380",155,"Luiz Felipe Campos Lemes",1623,"06/10/1980","AlaArmador",1.9,"2011/2012",4189519.3,73,63,257,767,68,128,23,90,52,60,14,46,60,47,20,1,74,39,35,2,0,0,221
"381",159,"William Fournou Drudi",1608,"22/09/1981","Pivo",2.02,"2011/2012",3881679.2,94,80,364,872,137,241,0,6,90,108,69,145,214,32,14,6,68,70,29,18,4,4,484
"382",161,"Thiago Perez Pereira da Silva",1582,"09/12/1982","Ala",1.93,"2011/2012",2350315.45,84,74,152,426,26,61,16,46,52,58,11,34,45,24,15,0,57,55,24,3,0,0,145
"383",164,"Cristiano Silva Felício",775,"07/07/1992","Pivo",2.08,"2011/2012",5779982.05,76,75,229,498,88,132,0,1,53,72,53,58,111,9,15,25,80,53,31,9,17,17,301
"384",165,"Leandro Da Cruz Silva",775,"15/05/1981","AlaPivo",2.03,"2011/2012",3586817.25,76,75,277,787,44,79,53,134,30,41,28,62,90,18,20,11,75,46,13,9,5,5,280
"385",167,"Rodrigo César Silva",775,"28/02/1988","AlaPivo",2.05,"2011/2012",1369261.1,76,75,61,139,26,43,1,4,6,12,26,27,53,5,3,4,31,9,5,3,3,3,96
"386",168,"Guilherme Santos Hubner",775,"28/04/1987","AlaPivo",2.1,"2011/2012",3795942.65,76,75,204,528,90,179,1,1,21,35,50,74,124,9,18,16,71,30,11,3,11,11,264
"387",174,"Alessandro Magno Rocha Dos Santos",1591,"07/05/1977","AlaPivo",2.03,"2011/2012",3289527.6,74,81,233,499,76,124,4,12,69,89,45,73,118,17,15,3,86,68,39,8,2,2,278
"388",180,"Fernando Carneiro Coloneze",1579,"13/07/1978","Pivo",2.07,"2011/2012",4612694.65,93,77,308,737,97,196,0,3,114,143,37,80,117,24,12,7,61,98,28,12,15,15,323
"389",182,"Guilherme Frantz Teichmann",1632,"03/09/1983","AlaPivo",2.04,"2011/2012",527372.05,100,91,45,107,19,28,0,0,7,14,8,15,23,6,4,1,12,9,3,1,2,2,66
"390",187,"Murilo Becker da Rosa",1640,"14/07/1983","Pivo",2.08,"2011/2012",7080613.4,62,78,743,1824,225,391,30,72,203,254,131,227,358,52,46,44,125,205,87,17,20,20,936
"391",190,"Chinwuba Uzoma Jeffersom Agba",1611,"12/01/1980","Pivo",2.08,"2011/2012",6324697.45,99,91,484,1095,183,303,1,4,115,141,98,157,255,11,27,5,109,115,39,22,22,22,606
"392",191,"Rafael Paulo De Lara Araújo",796,"12/10/1980","Pivo",2.12,"2011/2012",943521.35,75,96,39,93,16,35,0,2,7,9,6,22,28,8,3,1,16,12,6,5,1,1,45
"393",192,"Larry James Taylor Jr",1611,"03/10/1980","Armador",NA,"2011/2012",8407003.65,99,91,575,1582,156,313,39,116,146,174,55,132,187,220,63,10,70,177,85,18,1,1,726
"394",193,"Marcelo Magalhães Machado",1639,"12/04/1975","Ala",2,"2011/2012",7071348.5,106,90,639,1902,115,231,94,262,127,149,22,99,121,116,45,3,85,139,53,3,3,3,584
"395",203,"Wagner de Carvalho França Mattos",1626,"21/09/1982","NOTFOUND",NA,"2011/2012",1835060.85,107,99,72,148,30,43,0,0,12,17,16,27,43,14,8,0,33,18,11,2,5,5,113
"396",210,"Paulo Heitor Boracini",1638,"26/12/1984","AlaArmador",NA,"2011/2012",4159534.95,68,81,278,716,51,86,44,94,44,49,18,36,54,66,31,3,64,42,46,9,1,1,296
